phase,task,method,perturbation_family,level,trials_per_condition,required,notes
simulation,slide_track,robust_control,action_noise,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,action_noise,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,action_noise,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,joint_range,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,joint_range,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,joint_range,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,joint_range,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,gripper_limit,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,gripper_limit,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,gripper_limit,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,gripper_limit,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,speed_cap,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,speed_cap,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,speed_cap,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,speed_cap,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,calibration_offset,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,calibration_offset,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,calibration_offset,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,calibration_offset,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,camera_shift,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,camera_shift,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,camera_shift,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,camera_shift,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,payload,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,payload,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,payload,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,payload,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,tool_extension,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,tool_extension,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,tool_extension,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,tool_extension,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,friction_surface,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,friction_surface,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,friction_surface,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,friction_surface,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,compound,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,compound,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,compound,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,robust_control,compound,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,sysid_retune,latency,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,sysid_retune,latency,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,sysid_retune,latency,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,sysid_retune,latency,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,sysid_retune,action_noise,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,sysid_retune,action_noise,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,sysid_retune,action_noise,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,sysid_retune,action_noise,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,sysid_retune,joint_range,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,sysid_retune,joint_range,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,sysid_retune,joint_range,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,slide_track,sysid_retune,joint_range,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
